RefSeq.mRNA.ID	length	RPKM	t5	Transcript.stable.ID	Gene.stable.ID	name
NM_001032410	3052	6.13	3.125	ENST00000334352	ENSG00000156256	USP16
NM_001032730	4465	13.72	3.50877192982456	ENST00000421625	ENSG00000090686	USP48
NM_001032998	1688	55.34	3.2258064516129	ENST00000375773	ENSG00000115919	KYNU
NM_001032999	7737	5.16	2.89855072463768	ENST00000342704	ENSG00000078699	CBFA2T2
NM_001033	3117	73.66	15.219512195122	ENST00000300738	ENSG00000167325	RRM1
NM_001033002	1536	17.02	3.57142857142857	ENST00000381209	ENSG00000129197	RPAIN
NM_001033024	2153	47.47	10.7142857142857	ENST00000452138	ENSG00000100225	FBXO7
NM_001033025	2905	4.28	5.125	ENST00000370114	ENSG00000162694	EXTL2
NM_001033026	2754	74.29	8.27586206896552	ENST00000356663	ENSG00000182087	TMEM259
NM_001033028	4446	12.56	18.6666666666667	ENST00000625601	nan	nan
NM_001033028	4446	12.56	18.6666666666667	ENST00000617556	ENSG00000273749	CYFIP1
NM_001033030	1538	14.36	5.63636363636364	ENST00000338446	ENSG00000158234	FAIM
NM_001033031	1538	14.36	5.63636363636364	ENST00000360570	ENSG00000158234	FAIM
NM_001033032	1538	14.36	5.63636363636364	ENST00000393035	ENSG00000158234	FAIM
NM_001033044	3499	70	6.76923076923077	ENST00000331872	ENSG00000135821	GLUL
NM_001033046	2040	16.31	3.44827586206897	ENST00000306645	ENSG00000178927	CYBC1
NM_001033050	1775	2.6	2.8169014084507	ENST00000240050	ENSG00000120832	MTERF2
NM_001033053	5617	16.01	4.47058823529412	ENST00000262467	ENSG00000091592	NLRP1
NM_001033056	3499	70	6.76923076923077	ENST00000417584	ENSG00000135821	GLUL
NM_001033057	7235	7.04	2.63157894736842	ENST00000402939	ENSG00000151276	MAGI1
NM_001033083	2587	7.83	3.63636363636364	ENST00000495025	ENSG00000108187	PBLD
NM_001033087	4740	7.59	2.63157894736842	ENST00000402914	ENSG00000172264	MACROD2
NM_001033088	1782	45.65	10.8571428571429	ENST00000379095	ENSG00000182768	NGRN
NM_001033112	1521	45.18	4.8	ENST00000510080	ENSG00000120727	PAIP2
NM_001033503	1377	19.13	5.64705882352941	ENST00000402673	ENSG00000152700	SAR1B
NM_001033505	2846	28.41	3.17460317460317	ENST00000438862	ENSG00000176102	CSTF3
NM_001033506	2846	28.41	3.17460317460317	ENST00000431742	ENSG00000176102	CSTF3
NM_001033518	4489	21.8	7.36	ENST00000404704	ENSG00000157954	WIPI2
NM_001033519	4489	21.8	7.36	ENST00000382384	ENSG00000157954	WIPI2
NM_001033520	4489	21.8	7.36	ENST00000484262	ENSG00000157954	WIPI2
NM_001033521	2323	56.21	2.32558139534884	ENST00000217109	ENSG00000101138	CSTF1
NM_001033522	2323	56.21	2.32558139534884	ENST00000217109	ENSG00000101138	CSTF1
NM_001033551	2296	6.38	3.07692307692308	ENST00000581396	ENSG00000175662	TOM1L2
NM_001033553	3948	59.57	3.33333333333333	ENST00000261503	ENSG00000128487	SPECC1
NM_001033554	3948	59.57	3.33333333333333	ENST00000395525	ENSG00000128487	SPECC1
NM_001033555	3948	59.57	3.33333333333333	ENST00000395530	ENSG00000128487	SPECC1
NM_001033557	3850	9.85	3.07692307692308	ENST00000409432	ENSG00000138032	PPM1B
NM_001033559	1993	1.15	3.07692307692308	ENST00000457155	ENSG00000256061	DNAAF4
NM_001033560	1993	1.15	3.07692307692308	ENST00000448430	ENSG00000256061	DNAAF4
NM_001033561	4475	17.96	2.66666666666667	ENST00000332830	ENSG00000109118	PHF12
NM_001033566	3309	10.17	4.53333333333333	ENST00000545287	ENSG00000126858	RHOT1
NM_001033567	3309	10.17	4.53333333333333	ENST00000354266	ENSG00000126858	RHOT1
NM_001033568	3309	10.17	4.53333333333333	ENST00000358365	ENSG00000126858	RHOT1
NM_001033569	1980	10.33	15	ENST00000392720	ENSG00000196704	AMZ2
NM_001033570	1980	10.33	15	ENST00000392720	ENSG00000196704	AMZ2
NM_001033571	1980	10.33	15	ENST00000612294	ENSG00000196704	AMZ2
NM_001033572	1980	10.33	15	ENST00000580753	ENSG00000196704	AMZ2
NM_001033574	1980	10.33	15	ENST00000359783	ENSG00000196704	AMZ2
NM_001033575	1555	2.04	3.125	ENST00000343217	ENSG00000188542	DUSP28
NM_001033578	4241	3.32	10.2857142857143	ENST00000521198	ENSG00000104205	SGK3
NM_001033580	3914	31.71	3.7037037037037	ENST00000633938	nan	nan
NM_001033580	3914	31.71	3.7037037037037	ENST00000621344	ENSG00000278259	MYO19
NM_001033581	2359	26.83	3.44827586206897	ENST00000400921	ENSG00000067606	PRKCZ
NM_001033582	2359	26.83	3.44827586206897	ENST00000400921	ENSG00000067606	PRKCZ
NM_001033583	1727	19.77	10.8333333333333	ENST00000336430	ENSG00000123130	ACOT9
NM_001033604	4019	2.42	9.54838709677419	ENST00000396127	ENSG00000122507	BBS9
NM_001033605	4019	2.42	9.54838709677419	ENST00000355070	ENSG00000122507	BBS9
NM_001033678	963	10.32	9.53846153846154	ENST00000317459	ENSG00000149743	TRPT1
NM_001033714	2729	83.22	3.77358490566038	ENST00000399466	ENSG00000111641	NOP2
NM_001033756	3665	33.57	2.4390243902439	ENST00000482630	ENSG00000112715	VEGFA
NM_001033855	4108	5.68	2.63157894736842	ENST00000378278	ENSG00000152457	DCLRE1C
NM_001033857	4108	5.68	2.63157894736842	ENST00000378258	ENSG00000152457	DCLRE1C
NM_001033858	4108	5.68	2.63157894736842	ENST00000396817	ENSG00000152457	DCLRE1C
NM_001033859	2320	65.18	3.57142857142857	ENST00000350303	ENSG00000072778	ACADVL
NM_001033873	1087	9.22	7.44827586206897	ENST00000398453	ENSG00000170545	SMAGP
NM_001033910	3988	5.95	2.63157894736842	ENST00000261464	ENSG00000082512	TRAF5
NM_001033925	3945	12.94	3.50877192982456	ENST00000369093	ENSG00000151923	TIAL1
NM_001034	2500	50.34	7.75757575757576	ENST00000304567	ENSG00000171848	RRM2
NM_001034023	1784	25.75	3.50877192982456	ENST00000315913	ENSG00000178028	DMAP1
NM_001034024	1784	25.75	3.50877192982456	ENST00000361745	ENSG00000178028	DMAP1
NM_001034116	1763	21.73	9.8	ENST00000347454	ENSG00000115211	EIF2B4
NM_001034173	2796	6.76	3.77358490566038	ENST00000258494	ENSG00000136010	ALDH1L2
NM_001034194	1644	22.65	7.52941176470588	ENST00000379663	ENSG00000123737	EXOSC9
NM_001034841	1738	14.82	2.94117647058824	ENST00000381440	ENSG00000205730	ITPRIPL2
NM_001034845	3937	2.18	2.77777777777778	ENST00000506823	ENSG00000174473	GALNTL6
NM_001034850	3259	2.57	3.27868852459016	ENST00000306320	ENSG00000154153	RETREG1
NM_001034852	3684	180.12	10.3333333333333	ENST00000361956	ENSG00000198732	SMOC1
NM_001034914	2928	6.29	2.53164556962025	ENST00000468529	ENSG00000115041	KCNIP3
NM_001035	16365	1	3.50877192982456	ENST00000366574	ENSG00000198626	RYR2
NM_001035003	2424	3.93	8.91428571428571	ENST00000382148	ENSG00000185774	KCNIP4
NM_001035004	2424	3.93	8.91428571428571	ENST00000509207	ENSG00000185774	KCNIP4
NM_001035005	1143	3.45	7.2	ENST00000318240	ENSG00000177576	C18orf32
NM_001035223	2260	2.13	2.56410256410256	ENST00000380456	ENSG00000205517	RGL3
NM_001035230	2940	13.09	2.7027027027027	ENST00000486220	ENSG00000152061	RABGAP1L
NM_001035235	1965	16.4	10.1333333333333	ENST00000336283	ENSG00000213523	SRA1
NM_001035254	3844	4.46	2.66666666666667	ENST00000373095	ENSG00000167106	FAM102A
NM_001035260	2707	17.25	3.84615384615385	ENST00000395098	ENSG00000122958	VPS26A
NM_001035511	2858	14.62	21	ENST00000342751	ENSG00000143252	SDHC
NM_001035512	2858	14.62	21	ENST00000432287	ENSG00000143252	SDHC
NM_001035513	2858	14.62	21	ENST00000392169	ENSG00000143252	SDHC
NM_001035516	1982	14.12	16.695652173913	ENST00000408915	ENSG00000161249	DMKN
NM_001035521	3935	31.24	6.97142857142857	ENST00000264720	ENSG00000115207	GTF3C2
NM_001035534	4007	153.34	7.23076923076923	ENST00000373314	ENSG00000136830	NIBAN2
NM_001037	1521	11.61	2.73972602739726	ENST00000262631	ENSG00000105711	SCN1B
NM_001037125	1401	1.3	2.66666666666667	ENST00000301712	ENSG00000059145	UNKL
NM_001037126	4203	12.01	11.3333333333333	ENST00000393161	ENSG00000131558	EXOC4
NM_001037131	4530	26.63	2.73972602739726	ENST00000304032	ENSG00000157985	AGAP1
NM_001037132	6659	1.28	3.44827586206897	ENST00000379028	ENSG00000091129	NRCAM
NM_001037144	3784	18.05	6.08	ENST00000380262	ENSG00000170037	CNTROB
NM_001037163	2229	10.13	2.46913580246914	ENST00000313324	ENSG00000178397	FAM220A
NM_001037164	3162	3.29	2.17391304347826	ENST00000356797	ENSG00000122644	ARL4A
NM_001037165	11191	15.36	5.5	ENST00000328914	ENSG00000164916	FOXK1
NM_001037171	1727	19.77	10.8333333333333	ENST00000379303	ENSG00000123130	ACOT9
NM_001037172	3198	2.59	2.8169014084507	ENST00000286353	ENSG00000155893	PXYLP1
NM_001037174	3169	5.17	8.12121212121212	ENST00000428992	ENSG00000162980	ARL5A
NM_001037277	2921	2.77	5.10344827586207	ENST00000358966	ENSG00000152904	GGPS1
NM_001037278	2921	2.77	5.10344827586207	ENST00000391855	ENSG00000152904	GGPS1
NM_001037283	3084	123.15	11.52	ENST00000360876	ENSG00000106263	EIF3B
NM_001037293	9363	8.46	3.07692307692308	ENST00000374531	ENSG00000157654	PALM2AKAP2
NM_001037304	1323	8.38	14.9268292682927	ENST00000352327	ENSG00000151500	THYN1
NM_001037305	1323	8.38	14.9268292682927	ENST00000392594	ENSG00000151500	THYN1
NM_001037324	3410	7.8	3.50877192982456	ENST00000359140	ENSG00000145194	ECE2
NM_001037325	3511	2.33	13.2	ENST00000317442	ENSG00000154240	CEP112
NM_001037328	3688	41.74	8	ENST00000371828	ENSG00000124214	STAU1
NM_001037330	1982	16.5	4.44444444444444	ENST00000641936	ENSG00000108448	TRIM16L
NM_001037333	6791	15.16	14	ENST00000620254	ENSG00000055163	CYFIP2
NM_001037334	4156	11.42	9.14285714285714	ENST00000582707	ENSG00000101557	USP14
NM_001037335	10013	3.28	4.96551724137931	ENST00000467148	ENSG00000130589	HELZ2
NM_001037339	4309	1.61	2.56410256410256	ENST00000371045	ENSG00000184588	PDE4B
NM_001037340	4309	1.61	2.56410256410256	ENST00000423207	ENSG00000184588	PDE4B
NM_001037341	4309	1.61	2.56410256410256	ENST00000329654	ENSG00000184588	PDE4B
NM_001037343	3434	6.96	3.03030303030303	ENST00000379989	ENSG00000008086	CDKL5
NM_001037442	4304	3.13	3.38983050847458	ENST00000381006	ENSG00000018189	RUFY3
NM_001037494	820	89.32	4.66666666666667	ENST00000392509	ENSG00000088986	DYNLL1
NM_001037495	820	89.32	4.66666666666667	ENST00000242577	ENSG00000088986	DYNLL1
NM_001037535	2923	9.14	5.83783783783784	ENST00000380045	ENSG00000047634	SCML1
NM_001037536	2923	9.14	5.83783783783784	ENST00000380045	ENSG00000047634	SCML1
NM_001037540	2923	9.14	5.83783783783784	ENST00000380041	ENSG00000047634	SCML1
NM_001037553	6555	5.8	6.15384615384615	ENST00000398063	ENSG00000160216	AGPAT3
NM_001037582	3030	12.26	7.15789473684211	ENST00000319540	ENSG00000145284	SCD5
NM_001037633	1996	26.01	3.03030303030303	ENST00000265195	ENSG00000120725	SIL1
NM_001037637	1262	103.39	19.9024390243902	ENST00000380591	ENSG00000145741	BTF3
NM_001037639	1423	47.06	10.0952380952381	ENST00000311101	ENSG00000175193	PARL
NM_001037663	1128	66.99	18.8571428571429	ENST00000392221	ENSG00000114942	EEF1B2
NM_001037663	1128	66.99	18.8571428571429	ENST00000637253	nan	nan
NM_001037675	2932	3.78	4.33333333333333	ENST00000613595	ENSG00000269713	NBPF9
NM_001037738	1373	395.71	16.4210526315789	ENST00000393820	ENSG00000181163	NPM1
NM_001037806	1916	4.07	2.7027027027027	ENST00000335999	ENSG00000167566	NCKAP5L
NM_001037813	2223	6.77	2.1505376344086	ENST00000421176	ENSG00000186026	ZNF284
NM_001037872	4751	9.89	2.73972602739726	ENST00000393445	ENSG00000135945	REV1
NM_001037954	5899	9.93	6	ENST00000440460	ENSG00000150764	DIXDC1
NM_001037984	4303	7.35	19.2	ENST00000374759	ENSG00000157637	SLC38A10
NM_001038493	2403	13.89	2.46913580246914	ENST00000341900	ENSG00000144355	DLX1
NM_001038618	1786	26.09	10.1052631578947	ENST00000390006	ENSG00000141562	NARF
NM_001038628	3642	9.11	6.11764705882353	ENST00000392781	ENSG00000169255	B3GALNT1
NM_001038702	3667	14.26	3.38983050847458	ENST00000395246	ENSG00000158985	CDC42SE2
NM_001038707	3193	55.64	2.77777777777778	ENST00000540998	ENSG00000197622	CDC42SE1
NM_001039091	2518	62.28	8.38095238095238	ENST00000398491	ENSG00000101911	PRPS2
NM_001039140	1376	23.56	20.3478260869565	ENST00000217195	ENSG00000101220	C20orf27
NM_001039141	10024	1.94	3.38983050847458	ENST00000644935	ENSG00000100106	TRIOBP
NM_001039199	6215	11.38	2.98507462686567	ENST00000262605	ENSG00000124120	TTPAL
NM_001039210	2073	1.9	10.4705882352941	ENST00000371979	ENSG00000101901	ALG13
NM_001039355	2370	12.54	2.63157894736842	ENST00000359232	ENSG00000197119	SLC25A29
NM_001039366	1406	20.86	8.57142857142857	ENST00000399798	ENSG00000131100	ATP6V1E1
NM_001039367	1406	20.86	8.57142857142857	ENST00000399796	ENSG00000131100	ATP6V1E1
NM_001039374	1740	1.71	10.4	ENST00000338005	ENSG00000213213	CCDC183
NM_001039375	1105	19.04	2.94117647058824	ENST00000463598	ENSG00000101247	NDUFAF5
NM_001039395	2437	6.96	4	ENST00000475086	ENSG00000106686	SPATA6L
NM_001039457	1028	135.19	16.1379310344828	ENST00000236067	ENSG00000117410	ATP6V0B
NM_001039465	1651	54.13	2.98507462686567	ENST00000394366	ENSG00000100650	SRSF5
NM_001039467	1593	32.59	3.7037037037037	ENST00000332298	ENSG00000171700	RGS19
NM_001039469	2965	38.27	3.38983050847458	ENST00000402010	ENSG00000072518	MARK2
NM_001039476	2753	12.54	4.5	ENST00000399953	ENSG00000103148	NPRL3
NM_001039479	5445	12.62	4.52173913043478	ENST00000356357	ENSG00000119682	AREL1
NM_001039481	7101	3.35	3.77358490566038	ENST00000335148	ENSG00000139163	ETNK1
NM_001039492	1907	30.97	3.63636363636364	ENST00000322142	ENSG00000115641	FHL2
NM_001039503	1662	5.8	3.44827586206897	ENST00000280606	ENSG00000151006	PRSS53
NM_001039535	2931	5.03	6.94117647058824	ENST00000285116	ENSG00000154839	SKA1
NM_001039535	2931	5.03	6.94117647058824	ENST00000571751	nan	nan
NM_001039538	9445	1.71	11.2307692307692	ENST00000199940	ENSG00000078018	MAP2
NM_001039547	9834	2.04	6.11764705882353	ENST00000392993	ENSG00000175066	GK5
NM_001039548	1511	9.13	3.27868852459016	ENST00000539798	ENSG00000149243	KLHL35
NM_001039550	3129	25.75	2.98507462686567	ENST00000392086	ENSG00000135924	DNAJB2
NM_001039569	4005	6.79	3.2258064516129	ENST00000396654	ENSG00000152056	AP1S3
NM_001039573	2933	28.56	4.8	ENST00000443798	ENSG00000129657	SEC14L1
NM_001039574	3713	6.52	3.50877192982456	ENST00000438661	ENSG00000116396	KCNC4
NM_001039577	5260	20.27	2.35294117647059	ENST00000408918	ENSG00000221978	CCNL2
NM_001039583	2224	6.46	2.89855072463768	ENST00000404072	ENSG00000100151	PICK1
NM_001039584	2224	6.46	2.89855072463768	ENST00000404072	ENSG00000100151	PICK1
NM_001039589	2513	66.33	6.70967741935484	ENST00000396758	ENSG00000132768	DPH2
NM_001039590	12401	8.11	11.2727272727273	ENST00000324545	ENSG00000124486	USP9X
NM_001039591	12401	8.11	11.2727272727273	ENST00000378308	ENSG00000124486	USP9X
NM_001039592	2010	1.38	2.38095238095238	ENST00000396638	ENSG00000137098	SPAG8
NM_001039613	951	9.12	10.9333333333333	ENST00000497473	ENSG00000134330	IAH1
NM_001039618	7304	20.65	2.53164556962025	ENST00000527447	ENSG00000137504	CREBZF
NM_001039619	2470	129.46	14.2978723404255	ENST00000397441	ENSG00000100462	PRMT5
NM_001039649	1532	2.57	2.24719101123596	ENST00000382907	ENSG00000132950	ZMYM5
NM_001039650	1532	2.57	2.24719101123596	ENST00000382905	ENSG00000132950	ZMYM5
NM_001039659	2189	3.3	2.38095238095238	ENST00000393705	ENSG00000137496	IL18BP
NM_001039660	2189	3.3	2.38095238095238	ENST00000393703	ENSG00000137496	IL18BP
NM_001039661	2348	1.84	2.8169014084507	ENST00000392680	ENSG00000150455	TIRAP
NM_001039664	1665	1.32	1.98019801980198	ENST00000510563	ENSG00000215788	TNFRSF25
NM_001039675	4035	20.69	9.77777777777778	ENST00000394275	ENSG00000140553	UNC45A
NM_001039690	2961	45.56	4	ENST00000448552	ENSG00000168802	CHTF8
NM_001039693	5148	2.77	2.7027027027027	ENST00000354611	ENSG00000162971	TYW5
NM_001039697	3095	9.13	6.33333333333333	ENST00000380821	ENSG00000164975	SNAPC3
NM_001039707	2390	95.95	8.64516129032258	ENST00000357365	ENSG00000165689	ENTR1
NM_001039708	2390	95.95	8.64516129032258	ENST00000371725	ENSG00000165689	ENTR1
NM_001039709	7737	5.16	2.89855072463768	ENST00000397800	ENSG00000078699	CBFA2T2
NM_001039711	2362	18.42	3.27868852459016	ENST00000545495	ENSG00000158796	DEDD
NM_001039712	2362	18.42	3.27868852459016	ENST00000458050	ENSG00000158796	DEDD
NM_001039717	2200	7.05	3.125	ENST00000398965	ENSG00000164074	ABHD18
NM_001039724	1635	4.06	3.03030303030303	ENST00000618893	nan	nan
NM_001039724	1635	4.06	3.03030303030303	ENST00000317647	ENSG00000163072	NOSTRIN
NM_001039753	3023	1.84	2.73972602739726	ENST00000673695	ENSG00000214595	EML6
NM_001039762	4408	1.26	2.8169014084507	ENST00000522781	ENSG00000188916	INSYN2A
NM_001039770	3962	6.84	4.19047619047619	ENST00000342462	ENSG00000188167	TMPPE
NM_001039802	2308	40.18	11.741935483871	ENST00000656825	ENSG00000070831	CDC42
NM_001039803	2368	3.5	2.85714285714286	ENST00000325303	ENSG00000156345	CDK20
NM_001039840	4158	3.01	2.29885057471264	ENST00000373502	ENSG00000204116	CHIC1
NM_001039841	1045	3.77	2.5974025974026	ENST00000621228	nan	nan
NM_001039841	1045	3.77	2.5974025974026	ENST00000651601	nan	nan
NM_001039841	1045	3.77	2.5974025974026	ENST00000428041	ENSG00000285077	ARHGAP11B
NM_001039842	635	13.07	2.85714285714286	ENST00000374741	ENSG00000204237	OXLD1
NM_001039877	3242	41.05	5.90476190476191	ENST00000391910	ENSG00000090372	STRN4
NM_001039885	3568	6.4	3.38983050847458	ENST00000391909	ENSG00000181027	FKRP
NM_001039887	2147	6.65	4.12903225806452	ENST00000396908	ENSG00000167595	PROSER3
NM_001039888	3608	4.3	2.27272727272727	ENST00000606888	ENSG00000272031	ANKRD34A
NM_001039891	2689	1.29	2.29885057471264	ENST00000523374	ENSG00000251192	ZNF674
NM_001039920	3286	25.34	3.7037037037037	ENST00000355772	ENSG00000126746	ZNF384
NM_001039936	3447	4.67	2.38095238095238	ENST00000412711	ENSG00000106069	CHN2
NM_001039937	7465	6.11	2.73972602739726	ENST00000398119	ENSG00000102786	INTS6
NM_001039938	7465	6.11	2.73972602739726	ENST00000442263	ENSG00000102786	INTS6
NM_001039966	2981	1.1	2.1978021978022	ENST00000397092	ENSG00000164850	GPER1
NM_001039999	2930	29.21	2.38095238095238	ENST00000388995	ENSG00000188522	FAM83G
NM_001040006	4233	45.37	3.84615384615385	ENST00000394421	ENSG00000113649	TCERG1
NM_001040020	2552	9.9	3.07692307692308	ENST00000359943	ENSG00000196937	FAM3C
NM_001040025	1207	11.19	8.88888888888889	ENST00000622299	ENSG00000214087	ARL16
NM_001040031	1263	2.28	2.73972602739726	ENST00000426897	ENSG00000104894	CD37
NM_001040032	1080	1.15	3.50877192982456	ENST00000643849	nan	nan
NM_001040032	1080	1.15	3.50877192982456	ENST00000304519	ENSG00000171060	C8orf74
NM_001040033	1572	3.06	3.2258064516129	ENST00000648608	ENSG00000143119	CD53
NM_001040056	2005	10.58	21	ENST00000395199	ENSG00000102882	MAPK3
NM_001040057	2468	6.56	2.27272727272727	ENST00000438306	ENSG00000234545	FAM133B
NM_001040097	1213	4.53	16.9411764705882	ENST00000223054	ENSG00000106330	MOSPD3
NM_001040098	1213	4.53	16.9411764705882	ENST00000379527	ENSG00000106330	MOSPD3
NM_001040099	1213	4.53	16.9411764705882	ENST00000424091	ENSG00000106330	MOSPD3
NM_001040108	7911	4.25	3.38983050847458	ENST00000355774	ENSG00000119684	MLH3
NM_001040110	3540	18.04	2.73972602739726	ENST00000393230	ENSG00000106459	NRF1
NM_001040113	6942	2.58	2.98507462686567	ENST00000612165	nan	nan
NM_001040113	6942	2.58	2.98507462686567	ENST00000452625	ENSG00000133392	MYH11
NM_001040114	6942	2.58	2.98507462686567	ENST00000621545	nan	nan
NM_001040114	6942	2.58	2.98507462686567	ENST00000396324	ENSG00000133392	MYH11
NM_001040118	4948	17.8	5.14285714285714	ENST00000393609	ENSG00000186635	ARAP1
NM_001040125	2279	6.39	3.03030303030303	ENST00000375153	ENSG00000040487	SLC66A1
NM_001040126	2279	6.39	3.03030303030303	ENST00000400548	ENSG00000040487	SLC66A1
NM_001040129	285	7.75	2.63157894736842	ENST00000398450	ENSG00000214510	SPINK13
NM_001040134	2890	3.33	6.66666666666667	ENST00000264560	ENSG00000099864	PALM
NM_001040135	2199	8.9	2.94117647058824	ENST00000377776	ENSG00000133627	ACTR3B
NM_001040138	689	47.06	4.8	ENST00000417030	ENSG00000217555	CKLF
NM_001040144	2961	45.56	4	ENST00000306585	ENSG00000286140	DERPC
NM_001040146	2961	45.56	4	ENST00000398235	ENSG00000168802	CHTF8
NM_001040152	6628	105.34	14.5531914893617	ENST00000482108	ENSG00000242265	PEG10
NM_001040157	4503	5.27	2.77777777777778	ENST00000503780	ENSG00000164118	CEP44
NM_001040158	1940	168.75	18.9473684210526	ENST00000304332	ENSG00000113648	MACROH2A1
NM_001040159	2989	3.8	2.56410256410256	ENST00000357545	ENSG00000196104	SPOCK3
NM_001040160	961	23.09	18.8571428571429	ENST00000397666	ENSG00000130731	METTL26
NM_001040161	961	23.09	18.8571428571429	ENST00000338401	ENSG00000130731	METTL26
NM_001040162	961	23.09	18.8571428571429	ENST00000397664	ENSG00000130731	METTL26
NM_001040165	961	23.09	18.8571428571429	ENST00000397665	ENSG00000130731	METTL26
NM_001040167	2384	9.95	2.29885057471264	ENST00000222725	ENSG00000106003	LFNG
NM_001040168	2384	9.95	2.29885057471264	ENST00000359574	ENSG00000106003	LFNG
NM_001040181	2500	5.05	5.5	ENST00000341181	ENSG00000080822	CLDND1
NM_001040182	2500	5.05	5.5	ENST00000394181	ENSG00000080822	CLDND1
NM_001040183	2500	5.05	5.5	ENST00000341181	ENSG00000080822	CLDND1
NM_001040185	4577	1.45	2.17391304347826	ENST00000396408	ENSG00000196417	ZNF765
NM_001040194	1297	39.51	14.7428571428571	ENST00000376629	ENSG00000177674	AGTRAP
NM_001040195	1297	39.51	14.7428571428571	ENST00000376637	ENSG00000177674	AGTRAP
NM_001040196	1297	39.51	14.7428571428571	ENST00000452018	ENSG00000177674	AGTRAP
NM_001040197	1297	39.51	14.7428571428571	ENST00000400895	ENSG00000177674	AGTRAP
NM_001040199	2500	5.05	5.5	ENST00000341181	ENSG00000080822	CLDND1
NM_001040200	2500	5.05	5.5	ENST00000511081	ENSG00000080822	CLDND1
